Ethnicity	EducationLevel	GeoRegion	IncomeGroup	Electricity	GobarGas	Kerosene	LPGas	Others	Wood
Gurung-Magar	Illiterate	Hilly	0-10000	2	78	4	205	6	12736
Rai-Limbu	NonFormal-Other	Hilly	50000-ABOVE	0	0	0	4	0	23
Brahman	NonFormal-Other	Himalayan	50000-ABOVE	0	0	0	35	0	94
Madhesi	University	Hilly	30000-50000	0	0	0	15	0	6
Madhesi	NonFormal-Other	Himalayan	30000-50000	0	0	0	0	0	5
Madhesi	Primary	Hilly	30000-50000	0	0	0	13	0	10
Chettri	Primary	Himalayan	30000-50000	0	4	1	90	0	375
Chepang-Thami	NonFormal-Other	Himalayan	0-10000	0	1	0	2	0	1101
Dalit	University	Himalayan	0-10000	0	0	0	1	0	16
Madhesi	University	Himalayan	50000-ABOVE	0	0	0	1	0	0
Madhesi	Illiterate	Hilly	0-10000	0	0	0	27	2	614
Tamang	University	Hilly	0-10000	0	1	0	17	0	150
Newar	Primary	Hilly	50000-ABOVE	1	3	1	61	0	49
Rai-Limbu	Primary	Himalayan	0-10000	0	3	0	49	1	1936
Chettri	University	Himalayan	10000-20000	2	0	0	170	1	565
Gurung-Magar	Primary	Hilly	20000-30000	0	34	0	319	2	753
Chettri	University	Himalayan	30000-50000	0	2	0	94	0	121
Newar	NonFormal-Other	Hilly	50000-ABOVE	0	2	0	52	0	57
Madhesi	Secondary	Himalayan	0-10000	0	0	0	5	0	29
Brahman	Illiterate	Hilly	0-10000	0	159	5	375	3	7932
Dalit	Secondary	Himalayan	10000-20000	0	5	0	119	1	914
Muslim-Others	Primary	Hilly	10000-20000	0	1	0	115	0	368
Tamang	University	Hilly	20000-30000	0	5	0	57	0	82
Brahman	University	Hilly	30000-50000	0	15	0	325	2	193
Chettri	University	Himalayan	0-10000	0	1	0	32	0	183
Newar	Illiterate	Hilly	10000-20000	0	87	0	660	1	2188
Chettri	University	Himalayan	30000-50000	0	2	0	94	0	121
Newar	Illiterate	Himalayan	30000-50000	1	1	0	43	0	121
Gurung-Magar	Illiterate	Hilly	20000-30000	0	34	0	122	0	695
Brahman	University	Hilly	50000-ABOVE	0	2	0	204	1	68
Chettri	NonFormal-Other	Himalayan	0-10000	1	13	2	170	2	7136
Tamang	Illiterate	Himalayan	20000-30000	0	2	1	203	1	2700
Brahman	NonFormal-Other	Himalayan	10000-20000	1	33	0	282	0	3079
Chettri	Illiterate	Himalayan	20000-30000	0	2	0	109	1	996
Rai-Limbu	Secondary	Himalayan	30000-50000	0	0	0	39	0	51
Madhesi	Secondary	Himalayan	10000-20000	2	0	0	16	0	41
Gurung-Magar	NonFormal-Other	Himalayan	10000-20000	0	7	1	115	1	1806
Newar	Primary	Hilly	30000-50000	0	22	0	182	0	146
Newar	NonFormal-Other	Himalayan	20000-30000	1	7	0	172	1	490
Brahman	University	Hilly	20000-30000	1	41	2	781	3	583
Tamang	Illiterate	Hilly	20000-30000	0	24	1	260	0	2213
Newar	Secondary	Himalayan	10000-20000	1	13	2	1030	6	1855
Chepang-Thami	Illiterate	Hilly	20000-30000	0	0	0	0	0	43
Gurung-Magar	Primary	Himalayan	10000-20000	0	0	0	157	0	2360
Chepang-Thami	University	Himalayan	30000-50000	0	0	0	0	0	1
Rai-Limbu	Primary	Hilly	20000-30000	0	3	0	48	0	201
Dalit	University	Hilly	0-10000	0	1	0	11	0	33
Tamang	Primary	Hilly	20000-30000	0	33	0	474	2	1556
Tamang	University	Hilly	20000-30000	0	5	0	57	0	82
Dalit	University	Himalayan	20000-30000	0	0	0	11	0	17
Brahman	Primary	Hilly	30000-50000	0	35	1	199	0	292
Gurung-Magar	NonFormal-Other	Hilly	30000-50000	0	7	0	67	0	199
Madhesi	Illiterate	Hilly	50000-ABOVE	0	0	0	4	0	0
Chettri	University	Hilly	30000-50000	1	8	0	146	1	74
Newar	Secondary	Himalayan	20000-30000	3	2	1	618	2	656
Brahman	University	Hilly	0-10000	0	13	0	108	0	398
Madhesi	Illiterate	Hilly	0-10000	0	0	0	27	2	614
Madhesi	Primary	Himalayan	0-10000	0	0	0	8	0	107
Madhesi	University	Hilly	0-10000	0	0	0	11	0	9
Madhesi	University	Himalayan	50000-ABOVE	0	0	0	1	0	0
Dalit	Primary	Himalayan	50000-ABOVE	0	0	0	10	0	17
Chettri	NonFormal-Other	Hilly	50000-ABOVE	0	2	0	47	0	71
Chettri	University	Hilly	0-10000	0	3	0	36	1	190
Dalit	Illiterate	Hilly	50000-ABOVE	0	2	0	12	0	44
Dalit	University	Himalayan	30000-50000	0	0	0	3	0	4
Gurung-Magar	NonFormal-Other	Hilly	10000-20000	0	72	0	412	1	3315
Chettri	University	Hilly	10000-20000	1	8	0	262	3	484
Tamang	NonFormal-Other	Hilly	50000-ABOVE	0	6	0	43	0	122
Tamang	NonFormal-Other	Himalayan	50000-ABOVE	0	1	0	36	0	128
Chepang-Thami	Secondary	Himalayan	50000-ABOVE	0	0	0	0	0	1
Brahman	University	Himalayan	30000-50000	1	2	0	134	1	158
Gurung-Magar	Primary	Hilly	30000-50000	0	12	0	76	0	181
Madhesi	Illiterate	Hilly	30000-50000	0	0	0	11	0	4
Chettri	Secondary	Hilly	20000-30000	1	83	1	1364	6	1411
Dalit	Secondary	Hilly	0-10000	2	26	0	147	1	2067
Dalit	Secondary	Himalayan	10000-20000	0	5	0	119	1	914
Chettri	Illiterate	Himalayan	20000-30000	0	2	0	109	1	996
Brahman	Illiterate	Hilly	10000-20000	0	213	1	666	1	3245
Dalit	University	Hilly	30000-50000	0	0	0	9	0	8
Muslim-Others	NonFormal-Other	Himalayan	30000-50000	0	0	0	5	0	27
Chettri	Secondary	Hilly	50000-ABOVE	0	8	0	185	0	131
Rai-Limbu	University	Himalayan	50000-ABOVE	0	0	0	3	0	6
Newar	NonFormal-Other	Hilly	20000-30000	0	54	1	534	0	593
Rai-Limbu	Illiterate	Himalayan	50000-ABOVE	0	1	0	8	0	40
Tamang	Illiterate	Himalayan	0-10000	3	17	4	266	22	30511
Chepang-Thami	NonFormal-Other	Hilly	20000-30000	0	1	0	1	0	19
Brahman	Secondary	Himalayan	20000-30000	1	17	2	626	2	1575
Dalit	University	Hilly	10000-20000	0	1	0	24	0	72
Brahman	Illiterate	Hilly	50000-ABOVE	0	9	0	69	1	156
Tamang	Primary	Hilly	10000-20000	4	79	1	1196	7	7647
Chepang-Thami	Secondary	Hilly	0-10000	0	0	0	13	0	197
Dalit	University	Hilly	50000-ABOVE	0	0	0	5	0	1
Gurung-Magar	Primary	Himalayan	30000-50000	0	0	0	57	1	245
Newar	Primary	Hilly	0-10000	1	126	1	329	2	4103
Brahman	Primary	Hilly	20000-30000	0	92	0	639	2	1002
Muslim-Others	University	Hilly	30000-50000	0	2	0	12	0	11
Rai-Limbu	University	Hilly	10000-20000	0	2	0	15	0	50
Gurung-Magar	Primary	Himalayan	0-10000	0	4	1	66	0	3330
Chettri	Primary	Hilly	50000-ABOVE	0	5	0	75	0	84
Madhesi	Primary	Hilly	10000-20000	0	1	0	124	0	97
Dalit	NonFormal-Other	Himalayan	30000-50000	0	1	0	15	0	85
Muslim-Others	University	Himalayan	30000-50000	0	0	0	2	0	3
Dalit	Secondary	Hilly	50000-ABOVE	0	0	0	7	0	13
Chettri	Illiterate	Himalayan	20000-30000	0	2	0	109	1	996
Chepang-Thami	NonFormal-Other	Himalayan	20000-30000	0	0	0	3	0	142
Newar	Illiterate	Himalayan	30000-50000	1	1	0	43	0	121
Gurung-Magar	NonFormal-Other	Hilly	10000-20000	0	72	0	412	1	3315
Gurung-Magar	Primary	Hilly	50000-ABOVE	0	1	0	28	0	53
Brahman	Illiterate	Himalayan	10000-20000	0	20	0	188	0	2077
Chettri	Primary	Himalayan	30000-50000	0	4	1	90	0	375
Tamang	University	Hilly	10000-20000	0	7	0	65	0	234
Tamang	NonFormal-Other	Hilly	30000-50000	0	5	0	85	1	387
Brahman	NonFormal-Other	Himalayan	50000-ABOVE	0	0	0	35	0	94
Chepang-Thami	Secondary	Himalayan	0-10000	0	0	0	1	0	216
Newar	Illiterate	Himalayan	30000-50000	1	1	0	43	0	121
Rai-Limbu	Primary	Hilly	0-10000	0	36	1	44	2	2330
Chettri	University	Hilly	0-10000	0	3	0	36	1	190
Dalit	Illiterate	Himalayan	30000-50000	0	0	0	8	0	119
Tamang	University	Hilly	0-10000	0	1	0	17	0	150
Tamang	NonFormal-Other	Himalayan	10000-20000	0	10	1	332	2	5846
Gurung-Magar	Secondary	Himalayan	0-10000	0	5	1	68	1	1332
Rai-Limbu	University	Himalayan	0-10000	0	0	0	3	0	34
Brahman	Secondary	Himalayan	50000-ABOVE	1	1	1	124	1	115
Newar	University	Hilly	50000-ABOVE	0	1	0	72	0	14
Brahman	Illiterate	Himalayan	10000-20000	0	20	0	188	0	2077
Muslim-Others	Illiterate	Himalayan	30000-50000	0	0	0	2	0	20
Tamang	Primary	Himalayan	50000-ABOVE	0	1	0	67	0	110
Chettri	Illiterate	Himalayan	20000-30000	0	2	0	109	1	996
Muslim-Others	University	Himalayan	20000-30000	0	1	1	4	0	11
Muslim-Others	Secondary	Himalayan	50000-ABOVE	0	0	0	5	0	3
Muslim-Others	University	Himalayan	50000-ABOVE	0	0	0	0	0	0
Chepang-Thami	NonFormal-Other	Himalayan	20000-30000	0	0	0	3	0	142
Brahman	NonFormal-Other	Hilly	0-10000	2	205	3	480	1	5923
Chepang-Thami	Secondary	Hilly	20000-30000	0	0	0	5	0	11
Brahman	NonFormal-Other	Himalayan	30000-50000	0	3	0	70	0	241
Brahman	Primary	Himalayan	20000-30000	1	14	2	156	0	627
Rai-Limbu	University	Himalayan	30000-50000	0	0	0	7	0	8
Chepang-Thami	University	Himalayan	0-10000	0	0	0	0	0	4
Brahman	Primary	Hilly	50000-ABOVE	0	16	0	86	1	78
Chettri	University	Himalayan	0-10000	0	1	0	32	0	183
Tamang	Primary	Himalayan	50000-ABOVE	0	1	0	67	0	110
Muslim-Others	University	Hilly	0-10000	0	0	0	7	0	10
Dalit	University	Hilly	10000-20000	0	1	0	24	0	72
Rai-Limbu	University	Hilly	0-10000	0	1	0	7	0	28
