Ethnicity	EducationLevel	GeoRegion	IncomeGroup	Electricity	GobarGas	Kerosene	LPGas	Others	Wood
Dalit	Secondary	Hilly	10000-20000	1	29	1	343	3	1378
Brahman	University	Himalayan	30000-50000	1	2	0	134	1	158
Chettri	Primary	Hilly	30000-50000	0	17	0	150	0	266
Chettri	Illiterate	Hilly	20000-30000	0	28	2	229	2	887
Rai-Limbu	Primary	Himalayan	50000-ABOVE	0	0	0	34	0	38
Gurung-Magar	Secondary	Hilly	30000-50000	0	5	0	127	0	133
Gurung-Magar	Illiterate	Hilly	0-10000	2	78	4	205	6	12736
Newar	NonFormal-Other	Hilly	0-10000	0	90	1	360	2	3941
Muslim-Others	Illiterate	Himalayan	50000-ABOVE	0	0	0	4	0	8
Muslim-Others	Illiterate	Hilly	20000-30000	0	0	0	22	0	44
Brahman	NonFormal-Other	Himalayan	10000-20000	1	33	0	282	0	3079
Tamang	Secondary	Himalayan	10000-20000	1	9	1	614	2	3594
Brahman	NonFormal-Other	Hilly	10000-20000	1	235	0	1064	0	3588
Gurung-Magar	Secondary	Himalayan	10000-20000	1	4	2	196	2	1448
Chettri	Primary	Hilly	10000-20000	1	123	3	1141	1	4559
Tamang	Secondary	Himalayan	30000-50000	0	2	0	176	0	324
Newar	University	Hilly	30000-50000	0	4	0	137	0	35
Rai-Limbu	Secondary	Himalayan	50000-ABOVE	0	0	0	35	1	36
Muslim-Others	University	Himalayan	0-10000	0	0	0	2	0	7
Gurung-Magar	Illiterate	Himalayan	50000-ABOVE	0	0	0	25	0	106
Tamang	Secondary	Himalayan	0-10000	1	3	1	221	5	3645
Tamang	Illiterate	Himalayan	10000-20000	0	4	1	319	3	8946
Chepang-Thami	NonFormal-Other	Hilly	30000-50000	0	1	0	0	0	2
Brahman	Primary	Hilly	50000-ABOVE	0	16	0	86	1	78
Chepang-Thami	Primary	Himalayan	30000-50000	0	0	0	0	0	8
Chettri	Illiterate	Himalayan	10000-20000	1	9	0	223	2	3519
Tamang	NonFormal-Other	Himalayan	50000-ABOVE	0	1	0	36	0	128
Madhesi	NonFormal-Other	Himalayan	50000-ABOVE	0	0	0	1	0	1
Tamang	Illiterate	Hilly	30000-50000	1	17	0	74	0	686
Brahman	Primary	Himalayan	50000-ABOVE	0	0	0	37	0	64
Newar	Illiterate	Himalayan	0-10000	0	16	0	186	2	4669
Muslim-Others	Secondary	Hilly	10000-20000	0	3	0	130	0	284
Madhesi	Illiterate	Himalayan	30000-50000	0	0	0	0	0	12
Muslim-Others	NonFormal-Other	Hilly	30000-50000	0	0	0	15	0	19
Dalit	University	Himalayan	0-10000	0	0	0	1	0	16
Madhesi	Secondary	Hilly	0-10000	0	0	0	75	0	98
Dalit	Illiterate	Hilly	20000-30000	0	25	1	114	0	992
Tamang	Primary	Hilly	10000-20000	4	79	1	1196	7	7647
Chettri	Secondary	Hilly	30000-50000	0	15	0	438	0	372
Newar	NonFormal-Other	Hilly	0-10000	0	90	1	360	2	3941
Gurung-Magar	NonFormal-Other	Hilly	20000-30000	0	28	0	227	0	910
Muslim-Others	Primary	Himalayan	20000-30000	0	0	0	14	0	109
Brahman	Secondary	Himalayan	50000-ABOVE	1	1	1	124	1	115
Madhesi	University	Hilly	0-10000	0	0	0	11	0	9
Rai-Limbu	University	Hilly	10000-20000	0	2	0	15	0	50
Muslim-Others	Illiterate	Himalayan	30000-50000	0	0	0	2	0	20
Madhesi	Illiterate	Himalayan	20000-30000	0	0	0	2	0	21
Dalit	Illiterate	Himalayan	10000-20000	1	13	3	106	0	2371
Newar	NonFormal-Other	Hilly	0-10000	0	90	1	360	2	3941
Chettri	NonFormal-Other	Himalayan	20000-30000	0	5	1	191	0	1054
Madhesi	Secondary	Himalayan	10000-20000	2	0	0	16	0	41
Muslim-Others	Illiterate	Himalayan	30000-50000	0	0	0	2	0	20
Chettri	Secondary	Himalayan	30000-50000	0	4	0	265	1	538
Muslim-Others	Illiterate	Hilly	30000-50000	0	1	0	8	0	21
Dalit	Secondary	Himalayan	20000-30000	0	2	0	53	0	245
Tamang	Primary	Hilly	10000-20000	4	79	1	1196	7	7647
Dalit	Illiterate	Himalayan	50000-ABOVE	0	0	0	3	0	35
Gurung-Magar	University	Hilly	20000-30000	0	0	0	39	0	55
Dalit	NonFormal-Other	Himalayan	30000-50000	0	1	0	15	0	85
Dalit	Secondary	Himalayan	20000-30000	0	2	0	53	0	245
Brahman	Secondary	Himalayan	20000-30000	1	17	2	626	2	1575
Gurung-Magar	Secondary	Himalayan	10000-20000	1	4	2	196	2	1448
Rai-Limbu	Primary	Himalayan	10000-20000	1	9	0	118	2	1272
Tamang	Secondary	Himalayan	20000-30000	3	3	0	392	1	1172
Madhesi	NonFormal-Other	Himalayan	50000-ABOVE	0	0	0	1	0	1
Tamang	Illiterate	Hilly	0-10000	5	134	4	501	25	34857
Muslim-Others	NonFormal-Other	Hilly	0-10000	0	4	0	32	0	665
Rai-Limbu	Primary	Himalayan	10000-20000	1	9	0	118	2	1272
