Ethnicity	EducationLevel	GeoRegion	IncomeGroup	Electricity	GobarGas	Kerosene	LPGas	Others	Wood
Newar	NonFormal-Other	Himalayan	10000-20000	2	4	0	288	0	1621
Rai-Limbu	Secondary	Hilly	0-10000	0	16	0	79	0	1197
Dalit	Secondary	Hilly	10000-20000	1	29	1	343	3	1378
Rai-Limbu	NonFormal-Other	Himalayan	20000-30000	0	1	0	59	1	335
Gurung-Magar	University	Himalayan	20000-30000	0	0	0	5	0	38
Chettri	Primary	Himalayan	50000-ABOVE	0	2	0	37	0	97
Chepang-Thami	Primary	Hilly	20000-30000	0	2	0	2	0	31
Brahman	NonFormal-Other	Himalayan	10000-20000	1	33	0	282	0	3079
Tamang	Primary	Hilly	20000-30000	0	33	0	474	2	1556
Muslim-Others	NonFormal-Other	Hilly	30000-50000	0	0	0	15	0	19
Tamang	Secondary	Himalayan	30000-50000	0	2	0	176	0	324
Newar	Illiterate	Hilly	0-10000	2	112	2	430	4	6863
Muslim-Others	Illiterate	Hilly	50000-ABOVE	0	0	0	3	0	10
Muslim-Others	Secondary	Hilly	50000-ABOVE	0	0	0	17	0	5
Newar	Illiterate	Hilly	50000-ABOVE	0	5	0	59	0	64
Rai-Limbu	University	Himalayan	50000-ABOVE	0	0	0	3	0	6
Madhesi	Secondary	Hilly	20000-30000	0	0	1	143	1	29
Brahman	Primary	Hilly	50000-ABOVE	0	16	0	86	1	78
Dalit	Illiterate	Hilly	30000-50000	0	6	0	34	0	171
Gurung-Magar	Primary	Himalayan	50000-ABOVE	0	1	0	35	0	89
Rai-Limbu	Illiterate	Hilly	0-10000	0	23	2	51	4	3999
Rai-Limbu	Illiterate	Hilly	0-10000	0	23	2	51	4	3999
Dalit	Primary	Himalayan	30000-50000	0	1	0	44	0	102
Chettri	Primary	Himalayan	20000-30000	2	5	2	296	1	1337
Rai-Limbu	University	Hilly	0-10000	0	1	0	7	0	28
Gurung-Magar	NonFormal-Other	Himalayan	0-10000	2	6	2	52	3	2819
Chettri	University	Hilly	10000-20000	1	8	0	262	3	484
Brahman	Primary	Himalayan	50000-ABOVE	0	0	0	37	0	64
Rai-Limbu	University	Himalayan	0-10000	0	0	0	3	0	34
Brahman	NonFormal-Other	Himalayan	10000-20000	1	33	0	282	0	3079
Madhesi	University	Himalayan	20000-30000	0	0	0	9	0	10
Newar	NonFormal-Other	Hilly	50000-ABOVE	0	2	0	52	0	57
Dalit	University	Hilly	30000-50000	0	0	0	9	0	8
Madhesi	NonFormal-Other	Himalayan	30000-50000	0	0	0	0	0	5
Rai-Limbu	Primary	Himalayan	10000-20000	1	9	0	118	2	1272
Chepang-Thami	Illiterate	Himalayan	50000-ABOVE	0	0	0	0	0	10
Newar	Primary	Himalayan	30000-50000	1	2	0	132	0	146
Newar	Primary	Himalayan	30000-50000	1	2	0	132	0	146
Muslim-Others	Illiterate	Hilly	50000-ABOVE	0	0	0	3	0	10
Newar	University	Himalayan	0-10000	1	1	0	14	0	58
Muslim-Others	NonFormal-Other	Hilly	30000-50000	0	0	0	15	0	19
Newar	NonFormal-Other	Himalayan	10000-20000	2	4	0	288	0	1621
Madhesi	University	Himalayan	0-10000	0	0	0	1	0	5
Rai-Limbu	Illiterate	Himalayan	0-10000	0	10	1	33	2	4371
Gurung-Magar	NonFormal-Other	Hilly	20000-30000	0	28	0	227	0	910
Madhesi	University	Hilly	0-10000	0	0	0	11	0	9
Madhesi	University	Hilly	20000-30000	0	0	0	68	4	17
Muslim-Others	NonFormal-Other	Himalayan	50000-ABOVE	0	0	0	2	0	6
Brahman	Secondary	Hilly	10000-20000	4	473	3	3069	4	6274
Chepang-Thami	NonFormal-Other	Himalayan	30000-50000	0	0	0	2	0	13
Brahman	Illiterate	Himalayan	10000-20000	0	20	0	188	0	2077
Dalit	University	Himalayan	50000-ABOVE	0	0	0	0	1	1
Gurung-Magar	Illiterate	Hilly	10000-20000	1	86	3	272	1	3162
Dalit	University	Hilly	30000-50000	0	0	0	9	0	8
Chepang-Thami	Secondary	Himalayan	50000-ABOVE	0	0	0	0	0	1
Brahman	University	Hilly	50000-ABOVE	0	2	0	204	1	68
Chettri	University	Himalayan	30000-50000	0	2	0	94	0	121
Chettri	NonFormal-Other	Himalayan	30000-50000	0	2	0	67	0	261
Muslim-Others	Primary	Himalayan	50000-ABOVE	0	0	0	2	0	8
Muslim-Others	University	Himalayan	50000-ABOVE	0	0	0	0	0	0
Brahman	NonFormal-Other	Hilly	50000-ABOVE	0	13	0	86	0	112
Tamang	Primary	Himalayan	0-10000	3	6	1	236	13	10044
Rai-Limbu	NonFormal-Other	Himalayan	20000-30000	0	1	0	59	1	335
Muslim-Others	NonFormal-Other	Himalayan	10000-20000	1	3	0	39	0	384
Madhesi	Illiterate	Himalayan	50000-ABOVE	0	0	0	0	0	3
Newar	University	Himalayan	30000-50000	0	0	1	65	0	33
Rai-Limbu	University	Hilly	10000-20000	0	2	0	15	0	50
Chepang-Thami	Secondary	Hilly	50000-ABOVE	0	0	0	0	0	3
Newar	Illiterate	Himalayan	20000-30000	0	5	1	116	0	555
Madhesi	Illiterate	Hilly	20000-30000	0	0	0	34	0	40
Brahman	Primary	Himalayan	10000-20000	0	14	0	261	1	2249
Muslim-Others	Primary	Himalayan	0-10000	0	3	0	18	0	590
Tamang	Secondary	Himalayan	10000-20000	1	9	1	614	2	3594
Gurung-Magar	Primary	Hilly	0-10000	1	71	1	275	6	6962
Rai-Limbu	Illiterate	Himalayan	50000-ABOVE	0	1	0	8	0	40
Tamang	Primary	Hilly	50000-ABOVE	0	4	0	51	0	110
Chettri	Secondary	Hilly	10000-20000	6	189	2	2421	10	5257
Rai-Limbu	NonFormal-Other	Hilly	10000-20000	0	31	0	71	0	795
Dalit	Illiterate	Himalayan	0-10000	1	74	2	105	3	8369
Brahman	Primary	Hilly	20000-30000	0	92	0	639	2	1002
Chettri	Secondary	Hilly	20000-30000	1	83	1	1364	6	1411
Newar	Secondary	Hilly	30000-50000	0	16	1	596	0	145
Tamang	Secondary	Himalayan	50000-ABOVE	0	0	0	97	2	111
Newar	NonFormal-Other	Hilly	30000-50000	0	12	1	135	0	150
Chettri	Primary	Hilly	20000-30000	1	33	0	562	0	1035
Dalit	University	Himalayan	10000-20000	0	1	0	13	0	61
Newar	University	Hilly	0-10000	1	2	0	30	0	71
Chepang-Thami	Illiterate	Hilly	30000-50000	0	0	0	1	0	10
Tamang	University	Himalayan	10000-20000	0	0	0	47	0	209
Tamang	University	Hilly	30000-50000	0	0	0	36	0	27
Tamang	University	Himalayan	50000-ABOVE	0	0	0	12	0	11
Brahman	NonFormal-Other	Himalayan	50000-ABOVE	0	0	0	35	0	94
Dalit	Illiterate	Hilly	0-10000	2	150	4	191	10	16560
Dalit	Illiterate	Himalayan	50000-ABOVE	0	0	0	3	0	35
Tamang	University	Himalayan	20000-30000	0	0	0	50	0	94
Brahman	Primary	Himalayan	0-10000	0	25	0	107	2	2870
Chettri	Secondary	Hilly	0-10000	2	70	1	602	7	5492
Brahman	NonFormal-Other	Hilly	0-10000	2	205	3	480	1	5923
Gurung-Magar	Primary	Hilly	10000-20000	0	107	2	641	3	3076
Rai-Limbu	Primary	Himalayan	20000-30000	0	0	0	73	2	319
Dalit	NonFormal-Other	Hilly	50000-ABOVE	0	1	0	12	0	29
Muslim-Others	Secondary	Himalayan	0-10000	0	0	0	14	0	266
Chepang-Thami	Secondary	Himalayan	50000-ABOVE	0	0	0	0	0	1
Chettri	NonFormal-Other	Himalayan	50000-ABOVE	1	1	0	33	0	114
Newar	Secondary	Himalayan	0-10000	1	11	0	215	2	1312
Madhesi	Primary	Himalayan	30000-50000	0	0	0	0	0	6
Rai-Limbu	University	Hilly	30000-50000	0	1	0	3	1	4
Tamang	University	Himalayan	10000-20000	0	0	0	47	0	209
Rai-Limbu	Primary	Hilly	50000-ABOVE	0	0	0	7	0	22
Newar	Secondary	Himalayan	10000-20000	1	13	2	1030	6	1855
Tamang	NonFormal-Other	Hilly	0-10000	2	107	6	291	3	13880
Madhesi	University	Hilly	10000-20000	1	0	0	48	1	32
Brahman	Secondary	Himalayan	50000-ABOVE	1	1	1	124	1	115
Newar	Secondary	Himalayan	30000-50000	4	3	1	270	0	189
Muslim-Others	Secondary	Hilly	50000-ABOVE	0	0	0	17	0	5
Brahman	Primary	Himalayan	30000-50000	0	4	0	63	1	153
Dalit	University	Hilly	20000-30000	0	1	0	20	0	22
Madhesi	Illiterate	Hilly	10000-20000	0	2	0	70	0	127
Gurung-Magar	Illiterate	Himalayan	50000-ABOVE	0	0	0	25	0	106
Chettri	NonFormal-Other	Himalayan	10000-20000	0	14	0	334	1	4167
Rai-Limbu	Secondary	Hilly	50000-ABOVE	0	0	0	15	0	20
Dalit	Primary	Hilly	0-10000	0	93	2	224	3	7663
Rai-Limbu	Illiterate	Himalayan	50000-ABOVE	0	1	0	8	0	40
Newar	Primary	Hilly	10000-20000	1	205	0	1109	1	2596
Chettri	University	Himalayan	10000-20000	2	0	0	170	1	565
Gurung-Magar	Illiterate	Hilly	0-10000	2	78	4	205	6	12736
Muslim-Others	University	Himalayan	0-10000	0	0	0	2	0	7
Chettri	Secondary	Hilly	20000-30000	1	83	1	1364	6	1411
Tamang	University	Hilly	30000-50000	0	0	0	36	0	27
Muslim-Others	University	Himalayan	30000-50000	0	0	0	2	0	3
Newar	Secondary	Himalayan	0-10000	1	11	0	215	2	1312
Dalit	Illiterate	Hilly	50000-ABOVE	0	2	0	12	0	44
Brahman	Secondary	Hilly	20000-30000	0	236	0	2246	4	2021
Gurung-Magar	University	Himalayan	0-10000	0	0	0	4	0	24
Muslim-Others	Primary	Himalayan	20000-30000	0	0	0	14	0	109
Dalit	Primary	Hilly	10000-20000	0	113	3	557	0	3803
Rai-Limbu	NonFormal-Other	Hilly	0-10000	0	34	0	34	3	2507
Chettri	University	Himalayan	10000-20000	2	0	0	170	1	565
Brahman	Secondary	Himalayan	30000-50000	0	3	0	262	0	428
Madhesi	Primary	Himalayan	10000-20000	0	0	0	9	0	61
