Ethnicity	EducationLevel	GeoRegion	IncomeGroup	Electricity	GobarGas	Kerosene	LPGas	Others	Wood
Brahman	Secondary	Himalayan	10000-20000	4	52	3	995	10	4957
Brahman	Illiterate	Hilly	0-10000	0	159	5	375	3	7932
Newar	NonFormal-Other	Hilly	20000-30000	0	54	1	534	0	593
Tamang	University	Himalayan	10000-20000	0	0	0	47	0	209
Chepang-Thami	University	Hilly	50000-ABOVE	0	0	0	0	0	0
Dalit	Illiterate	Hilly	20000-30000	0	25	1	114	0	992
Gurung-Magar	Primary	Himalayan	0-10000	0	4	1	66	0	3330
Brahman	Primary	Himalayan	10000-20000	0	14	0	261	1	2249
Chepang-Thami	NonFormal-Other	Hilly	50000-ABOVE	0	0	0	0	0	0
Chepang-Thami	Secondary	Hilly	20000-30000	0	0	0	5	0	11
Newar	Illiterate	Hilly	20000-30000	0	54	0	348	0	524
Chepang-Thami	Secondary	Hilly	0-10000	0	0	0	13	0	197
Madhesi	Illiterate	Hilly	50000-ABOVE	0	0	0	4	0	0
Gurung-Magar	Illiterate	Himalayan	30000-50000	0	1	0	27	0	347
Brahman	NonFormal-Other	Hilly	20000-30000	1	105	0	702	1	1243
Muslim-Others	Illiterate	Hilly	50000-ABOVE	0	0	0	3	0	10
Newar	Primary	Hilly	50000-ABOVE	1	3	1	61	0	49
Brahman	Primary	Hilly	0-10000	1	170	3	313	3	5012
Muslim-Others	Illiterate	Hilly	0-10000	0	7	0	50	0	1272
Newar	Primary	Hilly	0-10000	1	126	1	329	2	4103
Chepang-Thami	Illiterate	Hilly	0-10000	0	7	0	9	9	3842
Chettri	Primary	Hilly	30000-50000	0	17	0	150	0	266
Chepang-Thami	NonFormal-Other	Hilly	20000-30000	0	1	0	1	0	19
Brahman	University	Himalayan	0-10000	0	3	0	30	2	235
Tamang	NonFormal-Other	Himalayan	50000-ABOVE	0	1	0	36	0	128
Dalit	Primary	Himalayan	20000-30000	0	3	1	120	0	539
Tamang	University	Himalayan	30000-50000	0	0	0	29	0	33
Rai-Limbu	Primary	Himalayan	30000-50000	0	1	0	40	1	85
Tamang	University	Hilly	50000-ABOVE	0	0	0	8	0	8
Newar	Primary	Hilly	10000-20000	1	205	0	1109	1	2596
Chepang-Thami	Illiterate	Hilly	0-10000	0	7	0	9	9	3842
Newar	Illiterate	Hilly	20000-30000	0	54	0	348	0	524
Chepang-Thami	Primary	Hilly	10000-20000	0	0	0	16	0	242
Muslim-Others	Secondary	Himalayan	20000-30000	1	0	0	28	0	85
Dalit	Illiterate	Himalayan	50000-ABOVE	0	0	0	3	0	35
Gurung-Magar	Secondary	Hilly	20000-30000	0	25	0	407	0	467
Brahman	Secondary	Hilly	20000-30000	0	236	0	2246	4	2021
Chettri	NonFormal-Other	Hilly	20000-30000	0	47	0	420	0	944
Chettri	Primary	Himalayan	0-10000	1	20	3	257	3	6585
Madhesi	Illiterate	Himalayan	10000-20000	0	0	0	2	0	69
Brahman	NonFormal-Other	Hilly	20000-30000	1	105	0	702	1	1243
Madhesi	NonFormal-Other	Himalayan	20000-30000	0	0	0	6	0	22
Muslim-Others	Secondary	Hilly	0-10000	0	3	0	40	0	411
Tamang	NonFormal-Other	Hilly	50000-ABOVE	0	6	0	43	0	122
Tamang	Illiterate	Himalayan	0-10000	3	17	4	266	22	30511
Gurung-Magar	NonFormal-Other	Himalayan	20000-30000	1	3	0	66	0	672
Dalit	Primary	Hilly	30000-50000	0	7	0	43	0	152
Rai-Limbu	Primary	Himalayan	50000-ABOVE	0	0	0	34	0	38
Chettri	Primary	Hilly	20000-30000	1	33	0	562	0	1035
Gurung-Magar	Primary	Hilly	0-10000	1	71	1	275	6	6962
Tamang	NonFormal-Other	Himalayan	0-10000	3	15	2	155	5	10049
Madhesi	Primary	Hilly	0-10000	0	5	1	41	1	157
Brahman	NonFormal-Other	Hilly	20000-30000	1	105	0	702	1	1243
Newar	Primary	Hilly	10000-20000	1	205	0	1109	1	2596
Rai-Limbu	Secondary	Hilly	0-10000	0	16	0	79	0	1197
Chepang-Thami	Illiterate	Hilly	30000-50000	0	0	0	1	0	10
Brahman	Primary	Himalayan	0-10000	0	25	0	107	2	2870
Madhesi	University	Himalayan	20000-30000	0	0	0	9	0	10
Newar	NonFormal-Other	Hilly	30000-50000	0	12	1	135	0	150
Rai-Limbu	NonFormal-Other	Hilly	10000-20000	0	31	0	71	0	795
Madhesi	NonFormal-Other	Hilly	50000-ABOVE	0	0	0	5	0	4
Madhesi	Primary	Hilly	30000-50000	0	0	0	13	0	10
Madhesi	NonFormal-Other	Hilly	50000-ABOVE	0	0	0	5	0	4
Brahman	Illiterate	Hilly	0-10000	0	159	5	375	3	7932
Chepang-Thami	University	Hilly	10000-20000	0	0	0	3	0	2
Gurung-Magar	Secondary	Himalayan	50000-ABOVE	0	0	0	26	0	59
Brahman	University	Himalayan	50000-ABOVE	0	0	0	61	0	49
Newar	University	Hilly	50000-ABOVE	0	1	0	72	0	14
Chepang-Thami	Secondary	Hilly	10000-20000	0	2	0	8	0	67
Gurung-Magar	NonFormal-Other	Himalayan	20000-30000	1	3	0	66	0	672
Madhesi	University	Himalayan	10000-20000	1	1	0	5	0	5
Rai-Limbu	Illiterate	Hilly	30000-50000	0	2	0	9	0	60
Chettri	Primary	Hilly	50000-ABOVE	0	5	0	75	0	84
Rai-Limbu	University	Himalayan	10000-20000	0	0	0	12	0	74
Chettri	NonFormal-Other	Himalayan	10000-20000	0	14	0	334	1	4167
Muslim-Others	Illiterate	Himalayan	30000-50000	0	0	0	2	0	20
Tamang	University	Himalayan	50000-ABOVE	0	0	0	12	0	11
Madhesi	Illiterate	Himalayan	20000-30000	0	0	0	2	0	21
Brahman	NonFormal-Other	Himalayan	0-10000	0	27	0	112	3	4089
Brahman	University	Hilly	50000-ABOVE	0	2	0	204	1	68
Chettri	NonFormal-Other	Himalayan	20000-30000	0	5	1	191	0	1054
Brahman	NonFormal-Other	Hilly	20000-30000	1	105	0	702	1	1243
Dalit	University	Hilly	50000-ABOVE	0	0	0	5	0	1
Brahman	NonFormal-Other	Himalayan	10000-20000	1	33	0	282	0	3079
Newar	University	Himalayan	50000-ABOVE	0	0	0	32	0	13
Tamang	NonFormal-Other	Hilly	0-10000	2	107	6	291	3	13880
Brahman	Primary	Himalayan	20000-30000	1	14	2	156	0	627
Chettri	Secondary	Himalayan	0-10000	3	6	4	325	5	4656
Newar	University	Himalayan	30000-50000	0	0	1	65	0	33
Chettri	University	Hilly	30000-50000	1	8	0	146	1	74
Muslim-Others	University	Himalayan	20000-30000	0	1	1	4	0	11
Dalit	Illiterate	Himalayan	0-10000	1	74	2	105	3	8369
Chepang-Thami	University	Hilly	50000-ABOVE	0	0	0	0	0	0
Chepang-Thami	Illiterate	Himalayan	30000-50000	0	0	0	0	0	9
Rai-Limbu	University	Himalayan	0-10000	0	0	0	3	0	34
Chepang-Thami	University	Hilly	30000-50000	0	0	0	1	0	0
Newar	Illiterate	Hilly	50000-ABOVE	0	5	0	59	0	64
Dalit	Illiterate	Himalayan	20000-30000	0	4	1	42	0	554
Newar	Secondary	Hilly	10000-20000	2	123	4	1979	0	2173
Chepang-Thami	NonFormal-Other	Hilly	0-10000	0	2	1	4	2	1280
Brahman	NonFormal-Other	Hilly	50000-ABOVE	0	13	0	86	0	112
Brahman	Secondary	Himalayan	10000-20000	4	52	3	995	10	4957
Chettri	University	Himalayan	0-10000	0	1	0	32	0	183
Madhesi	Secondary	Himalayan	50000-ABOVE	0	0	0	2	0	1
Dalit	NonFormal-Other	Himalayan	50000-ABOVE	0	0	0	6	0	21
Madhesi	NonFormal-Other	Himalayan	0-10000	0	0	0	0	0	109
Dalit	University	Himalayan	0-10000	0	0	0	1	0	16
Madhesi	Primary	Hilly	10000-20000	0	1	0	124	0	97
Tamang	Illiterate	Himalayan	50000-ABOVE	0	0	0	44	1	202
Chepang-Thami	Secondary	Himalayan	20000-30000	0	0	0	11	0	96
Muslim-Others	University	Himalayan	0-10000	0	0	0	2	0	7
Rai-Limbu	Illiterate	Hilly	30000-50000	0	2	0	9	0	60
Gurung-Magar	Illiterate	Hilly	20000-30000	0	34	0	122	0	695
Rai-Limbu	NonFormal-Other	Himalayan	20000-30000	0	1	0	59	1	335
Chepang-Thami	University	Himalayan	50000-ABOVE	0	0	0	0	0	0
Gurung-Magar	Primary	Himalayan	10000-20000	0	0	0	157	0	2360
Chepang-Thami	Secondary	Hilly	0-10000	0	0	0	13	0	197
Tamang	Primary	Himalayan	30000-50000	0	1	0	125	0	382
Newar	University	Hilly	20000-30000	0	6	0	284	0	112
Muslim-Others	NonFormal-Other	Hilly	50000-ABOVE	0	0	0	5	0	2
Rai-Limbu	Primary	Himalayan	10000-20000	1	9	0	118	2	1272
Muslim-Others	Secondary	Himalayan	10000-20000	0	1	0	57	0	304
Muslim-Others	Primary	Hilly	30000-50000	0	1	0	21	0	19
Gurung-Magar	University	Himalayan	0-10000	0	0	0	4	0	24
Dalit	Illiterate	Hilly	20000-30000	0	25	1	114	0	992
Tamang	Secondary	Himalayan	0-10000	1	3	1	221	5	3645
Gurung-Magar	University	Himalayan	20000-30000	0	0	0	5	0	38
Gurung-Magar	University	Hilly	50000-ABOVE	0	1	0	8	0	3
Brahman	Primary	Himalayan	20000-30000	1	14	2	156	0	627
Chettri	Secondary	Hilly	30000-50000	0	15	0	438	0	372
Newar	Secondary	Hilly	0-10000	2	63	0	441	0	2245
Rai-Limbu	Secondary	Hilly	30000-50000	0	0	0	21	1	36
Chepang-Thami	University	Himalayan	50000-ABOVE	0	0	0	0	0	0
Gurung-Magar	Illiterate	Himalayan	30000-50000	0	1	0	27	0	347
Madhesi	NonFormal-Other	Himalayan	0-10000	0	0	0	0	0	109
Gurung-Magar	NonFormal-Other	Hilly	10000-20000	0	72	0	412	1	3315
Muslim-Others	Secondary	Himalayan	10000-20000	0	1	0	57	0	304
Chepang-Thami	University	Himalayan	0-10000	0	0	0	0	0	4
Tamang	NonFormal-Other	Himalayan	50000-ABOVE	0	1	0	36	0	128
Tamang	Secondary	Hilly	30000-50000	0	9	0	164	1	232
Newar	NonFormal-Other	Hilly	10000-20000	1	180	0	782	0	2284
Madhesi	Secondary	Himalayan	0-10000	0	0	0	5	0	29
Gurung-Magar	University	Himalayan	0-10000	0	0	0	4	0	24
Rai-Limbu	Primary	Hilly	20000-30000	0	3	0	48	0	201
Dalit	University	Hilly	20000-30000	0	1	0	20	0	22
Muslim-Others	NonFormal-Other	Himalayan	20000-30000	0	0	0	13	1	88
Tamang	Secondary	Hilly	30000-50000	0	9	0	164	1	232
Tamang	University	Himalayan	0-10000	0	0	0	13	0	95
Tamang	Illiterate	Hilly	50000-ABOVE	0	8	0	27	0	193
Chettri	Illiterate	Himalayan	20000-30000	0	2	0	109	1	996
Tamang	Secondary	Hilly	30000-50000	0	9	0	164	1	232
Madhesi	Illiterate	Himalayan	10000-20000	0	0	0	2	0	69
Chepang-Thami	Primary	Himalayan	0-10000	0	0	0	5	0	929
Gurung-Magar	Illiterate	Himalayan	30000-50000	0	1	0	27	0	347
Brahman	NonFormal-Other	Hilly	50000-ABOVE	0	13	0	86	0	112
Madhesi	Illiterate	Hilly	50000-ABOVE	0	0	0	4	0	0
Newar	Primary	Himalayan	50000-ABOVE	0	1	0	57	0	52
Chepang-Thami	Secondary	Hilly	10000-20000	0	2	0	8	0	67
Rai-Limbu	Illiterate	Hilly	0-10000	0	23	2	51	4	3999
Newar	Illiterate	Hilly	20000-30000	0	54	0	348	0	524
Dalit	NonFormal-Other	Hilly	0-10000	0	53	1	167	5	7186
Newar	Primary	Himalayan	50000-ABOVE	0	1	0	57	0	52
Newar	Illiterate	Hilly	20000-30000	0	54	0	348	0	524
Muslim-Others	Illiterate	Hilly	10000-20000	0	3	0	65	0	253
Brahman	NonFormal-Other	Hilly	20000-30000	1	105	0	702	1	1243
Gurung-Magar	Primary	Himalayan	10000-20000	0	0	0	157	0	2360
Dalit	Primary	Hilly	20000-30000	0	24	0	228	1	807
Brahman	Secondary	Himalayan	50000-ABOVE	1	1	1	124	1	115
Madhesi	Secondary	Himalayan	30000-50000	0	0	1	1	0	5
Tamang	Illiterate	Himalayan	0-10000	3	17	4	266	22	30511
Chettri	Primary	Himalayan	10000-20000	1	23	1	639	1	5112
Dalit	Primary	Himalayan	50000-ABOVE	0	0	0	10	0	17
Dalit	Secondary	Himalayan	30000-50000	0	0	0	26	0	56
Newar	Primary	Hilly	30000-50000	0	22	0	182	0	146
Tamang	NonFormal-Other	Himalayan	50000-ABOVE	0	1	0	36	0	128
Chettri	Illiterate	Hilly	50000-ABOVE	0	4	0	43	0	88
Brahman	Primary	Hilly	30000-50000	0	35	1	199	0	292
Gurung-Magar	NonFormal-Other	Himalayan	30000-50000	0	2	0	43	0	205
Muslim-Others	Secondary	Hilly	50000-ABOVE	0	0	0	17	0	5
Tamang	NonFormal-Other	Himalayan	0-10000	3	15	2	155	5	10049
Chepang-Thami	Illiterate	Hilly	30000-50000	0	0	0	1	0	10
Newar	University	Himalayan	0-10000	1	1	0	14	0	58
Brahman	University	Hilly	10000-20000	3	43	0	662	3	974
Chepang-Thami	Primary	Hilly	10000-20000	0	0	0	16	0	242
Rai-Limbu	Secondary	Himalayan	50000-ABOVE	0	0	0	35	1	36
Muslim-Others	NonFormal-Other	Hilly	30000-50000	0	0	0	15	0	19
Madhesi	Primary	Himalayan	10000-20000	0	0	0	9	0	61
Chettri	University	Hilly	0-10000	0	3	0	36	1	190
Muslim-Others	NonFormal-Other	Hilly	0-10000	0	4	0	32	0	665
Tamang	NonFormal-Other	Himalayan	30000-50000	0	3	0	95	0	407
Chettri	Illiterate	Hilly	30000-50000	0	5	0	76	0	245
Newar	Illiterate	Himalayan	10000-20000	2	15	0	229	0	1371
Muslim-Others	Illiterate	Hilly	0-10000	0	7	0	50	0	1272
Chettri	University	Hilly	10000-20000	1	8	0	262	3	484
Rai-Limbu	University	Hilly	0-10000	0	1	0	7	0	28
Chettri	NonFormal-Other	Hilly	0-10000	2	79	4	333	2	7661
Muslim-Others	NonFormal-Other	Himalayan	0-10000	0	0	0	19	0	684
Newar	Primary	Himalayan	30000-50000	1	2	0	132	0	146
Rai-Limbu	Primary	Himalayan	20000-30000	0	0	0	73	2	319
Chepang-Thami	Primary	Hilly	10000-20000	0	0	0	16	0	242
Rai-Limbu	Illiterate	Himalayan	0-10000	0	10	1	33	2	4371
