Ethnicity	EducationLevel	GeoRegion	IncomeGroup	Electricity	GobarGas	Kerosene	LPGas	Others	Wood
Gurung-Magar	NonFormal-Other	Hilly	50000-ABOVE	0	1	0	19	0	56
Dalit	University	Hilly	0-10000	0	1	0	11	0	33
Gurung-Magar	Illiterate	Hilly	50000-ABOVE	0	1	0	19	1	79
Chepang-Thami	University	Himalayan	20000-30000	0	0	0	3	0	4
Gurung-Magar	Secondary	Hilly	0-10000	1	32	0	331	1	2688
Gurung-Magar	Secondary	Himalayan	30000-50000	0	2	0	46	0	163
Rai-Limbu	Secondary	Himalayan	30000-50000	0	0	0	39	0	51
Newar	Illiterate	Himalayan	10000-20000	2	15	0	229	0	1371
Tamang	Illiterate	Himalayan	50000-ABOVE	0	0	0	44	1	202
Rai-Limbu	Secondary	Hilly	10000-20000	0	12	0	156	0	670
Tamang	Secondary	Himalayan	0-10000	1	3	1	221	5	3645
Newar	Illiterate	Himalayan	0-10000	0	16	0	186	2	4669
Dalit	Illiterate	Himalayan	10000-20000	1	13	3	106	0	2371
Brahman	University	Himalayan	0-10000	0	3	0	30	2	235
Rai-Limbu	Primary	Himalayan	0-10000	0	3	0	49	1	1936
Chepang-Thami	Primary	Himalayan	20000-30000	0	0	0	8	1	176
Chettri	Illiterate	Hilly	10000-20000	0	84	4	561	2	4039
Rai-Limbu	Secondary	Hilly	50000-ABOVE	0	0	0	15	0	20
Newar	Secondary	Hilly	0-10000	2	63	0	441	0	2245
Brahman	Secondary	Hilly	20000-30000	0	236	0	2246	4	2021
Brahman	University	Hilly	30000-50000	0	15	0	325	2	193
Dalit	Primary	Hilly	20000-30000	0	24	0	228	1	807
Rai-Limbu	University	Himalayan	30000-50000	0	0	0	7	0	8
Rai-Limbu	Secondary	Hilly	0-10000	0	16	0	79	0	1197
Muslim-Others	University	Himalayan	20000-30000	0	1	1	4	0	11
Tamang	University	Hilly	0-10000	0	1	0	17	0	150
Madhesi	Primary	Himalayan	30000-50000	0	0	0	0	0	6
Chettri	Secondary	Hilly	0-10000	2	70	1	602	7	5492
Gurung-Magar	Illiterate	Hilly	20000-30000	0	34	0	122	0	695
Madhesi	Primary	Himalayan	0-10000	0	0	0	8	0	107
Chepang-Thami	Illiterate	Hilly	50000-ABOVE	0	0	0	0	0	2
Gurung-Magar	Secondary	Hilly	10000-20000	0	54	1	701	0	1835
Gurung-Magar	NonFormal-Other	Hilly	50000-ABOVE	0	1	0	19	0	56
Madhesi	Illiterate	Himalayan	0-10000	0	0	0	6	0	240
Dalit	Illiterate	Hilly	10000-20000	0	98	2	279	1	4195
Brahman	Primary	Hilly	0-10000	1	170	3	313	3	5012
Dalit	Secondary	Himalayan	20000-30000	0	2	0	53	0	245
Newar	Primary	Hilly	30000-50000	0	22	0	182	0	146
Chettri	Illiterate	Himalayan	20000-30000	0	2	0	109	1	996
Tamang	Primary	Hilly	0-10000	6	89	3	421	15	16590
Tamang	University	Hilly	30000-50000	0	0	0	36	0	27
Chettri	Secondary	Himalayan	30000-50000	0	4	0	265	1	538
Muslim-Others	NonFormal-Other	Hilly	50000-ABOVE	0	0	0	5	0	2
Dalit	NonFormal-Other	Himalayan	30000-50000	0	1	0	15	0	85
Tamang	University	Himalayan	0-10000	0	0	0	13	0	95
Chettri	Illiterate	Himalayan	20000-30000	0	2	0	109	1	996
Dalit	Secondary	Hilly	10000-20000	1	29	1	343	3	1378
Muslim-Others	Secondary	Himalayan	20000-30000	1	0	0	28	0	85
Gurung-Magar	Illiterate	Himalayan	30000-50000	0	1	0	27	0	347
Tamang	Primary	Himalayan	0-10000	3	6	1	236	13	10044
Chepang-Thami	NonFormal-Other	Himalayan	0-10000	0	1	0	2	0	1101
Gurung-Magar	Secondary	Hilly	20000-30000	0	25	0	407	0	467
Chepang-Thami	University	Hilly	30000-50000	0	0	0	1	0	0
Chettri	Primary	Hilly	50000-ABOVE	0	5	0	75	0	84
Rai-Limbu	NonFormal-Other	Hilly	20000-30000	0	5	0	38	0	221
Brahman	Primary	Himalayan	0-10000	0	25	0	107	2	2870
Rai-Limbu	Primary	Hilly	0-10000	0	36	1	44	2	2330
