Ethnicity	EducationLevel	GeoRegion	IncomeGroup	Electricity	GobarGas	Kerosene	LPGas	Others	Wood
Madhesi	Illiterate	Hilly	10000-20000	0	2	0	70	0	127
Brahman	Primary	Himalayan	30000-50000	0	4	0	63	1	153
Chettri	University	Hilly	20000-30000	0	7	0	272	1	212
Tamang	Primary	Himalayan	0-10000	3	6	1	236	13	10044
Gurung-Magar	Secondary	Hilly	30000-50000	0	5	0	127	0	133
Brahman	University	Himalayan	10000-20000	2	5	3	208	6	809
Newar	NonFormal-Other	Himalayan	0-10000	1	9	0	106	0	2274
Gurung-Magar	Secondary	Hilly	20000-30000	0	25	0	407	0	467
Madhesi	Primary	Himalayan	20000-30000	0	0	0	8	0	32
Newar	Illiterate	Hilly	0-10000	2	112	2	430	4	6863
Gurung-Magar	Illiterate	Hilly	10000-20000	1	86	3	272	1	3162
Tamang	Primary	Hilly	30000-50000	0	10	0	122	0	419
Muslim-Others	University	Hilly	50000-ABOVE	0	0	0	3	0	2
Newar	Secondary	Hilly	10000-20000	2	123	4	1979	0	2173
Chettri	NonFormal-Other	Hilly	50000-ABOVE	0	2	0	47	0	71
Chettri	Illiterate	Hilly	0-10000	1	88	4	357	9	12796
Dalit	NonFormal-Other	Hilly	0-10000	0	53	1	167	5	7186
Newar	Secondary	Hilly	50000-ABOVE	0	1	0	261	1	66
Dalit	Secondary	Hilly	10000-20000	1	29	1	343	3	1378
Rai-Limbu	Secondary	Hilly	10000-20000	0	12	0	156	0	670
Chepang-Thami	NonFormal-Other	Himalayan	10000-20000	0	0	0	6	0	496
Chettri	NonFormal-Other	Hilly	10000-20000	2	107	0	860	0	4039
Brahman	NonFormal-Other	Hilly	20000-30000	1	105	0	702	1	1243
Madhesi	Secondary	Hilly	0-10000	0	0	0	75	0	98
Chepang-Thami	University	Hilly	10000-20000	0	0	0	3	0	2
Muslim-Others	Secondary	Hilly	0-10000	0	3	0	40	0	411
Madhesi	NonFormal-Other	Himalayan	10000-20000	0	0	1	6	0	51
Brahman	University	Himalayan	20000-30000	3	4	0	313	2	586
Muslim-Others	Illiterate	Himalayan	20000-30000	0	0	0	5	0	104
Gurung-Magar	Illiterate	Himalayan	30000-50000	0	1	0	27	0	347
Chepang-Thami	Secondary	Hilly	10000-20000	0	2	0	8	0	67
Chettri	NonFormal-Other	Himalayan	0-10000	1	13	2	170	2	7136
Rai-Limbu	University	Hilly	20000-30000	0	0	0	11	0	24
Newar	Secondary	Himalayan	50000-ABOVE	0	1	0	127	0	63
Brahman	NonFormal-Other	Hilly	30000-50000	0	40	0	206	1	321
Dalit	Secondary	Hilly	20000-30000	0	10	1	179	1	348
Rai-Limbu	University	Hilly	20000-30000	0	0	0	11	0	24
Dalit	University	Himalayan	0-10000	0	0	0	1	0	16
Rai-Limbu	NonFormal-Other	Hilly	10000-20000	0	31	0	71	0	795
Tamang	NonFormal-Other	Himalayan	30000-50000	0	3	0	95	0	407
Gurung-Magar	Primary	Hilly	0-10000	1	71	1	275	6	6962
Brahman	University	Hilly	20000-30000	1	41	2	781	3	583
Newar	Illiterate	Hilly	50000-ABOVE	0	5	0	59	0	64
Gurung-Magar	Primary	Hilly	0-10000	1	71	1	275	6	6962
Brahman	Illiterate	Himalayan	50000-ABOVE	0	1	0	23	0	94
Chettri	Primary	Hilly	10000-20000	1	123	3	1141	1	4559
Tamang	University	Himalayan	30000-50000	0	0	0	29	0	33
Madhesi	Secondary	Himalayan	50000-ABOVE	0	0	0	2	0	1
Brahman	NonFormal-Other	Hilly	20000-30000	1	105	0	702	1	1243
Brahman	Secondary	Hilly	20000-30000	0	236	0	2246	4	2021
Madhesi	University	Hilly	10000-20000	1	0	0	48	1	32
Gurung-Magar	NonFormal-Other	Himalayan	0-10000	2	6	2	52	3	2819
Brahman	Primary	Hilly	50000-ABOVE	0	16	0	86	1	78
Madhesi	University	Himalayan	0-10000	0	0	0	1	0	5
Madhesi	Secondary	Hilly	20000-30000	0	0	1	143	1	29
Dalit	Illiterate	Hilly	30000-50000	0	6	0	34	0	171
Brahman	University	Himalayan	10000-20000	2	5	3	208	6	809
Rai-Limbu	NonFormal-Other	Himalayan	30000-50000	0	0	0	40	1	82
Chettri	Secondary	Himalayan	50000-ABOVE	1	1	1	135	1	171
Gurung-Magar	University	Himalayan	0-10000	0	0	0	4	0	24
Chettri	Illiterate	Hilly	30000-50000	0	5	0	76	0	245
Tamang	Illiterate	Himalayan	20000-30000	0	2	1	203	1	2700
Chettri	NonFormal-Other	Hilly	10000-20000	2	107	0	860	0	4039
Newar	Primary	Hilly	50000-ABOVE	1	3	1	61	0	49
Chepang-Thami	Illiterate	Himalayan	30000-50000	0	0	0	0	0	9
Chepang-Thami	Primary	Hilly	20000-30000	0	2	0	2	0	31
Tamang	Primary	Hilly	20000-30000	0	33	0	474	2	1556
Dalit	Secondary	Hilly	0-10000	2	26	0	147	1	2067
Madhesi	NonFormal-Other	Himalayan	50000-ABOVE	0	0	0	1	0	1
Gurung-Magar	Primary	Himalayan	30000-50000	0	0	0	57	1	245
Muslim-Others	NonFormal-Other	Hilly	20000-30000	0	2	0	25	0	62
Gurung-Magar	University	Himalayan	10000-20000	0	0	0	12	1	80
Chepang-Thami	University	Himalayan	50000-ABOVE	0	0	0	0	0	0
Madhesi	NonFormal-Other	Hilly	0-10000	0	0	0	19	0	148
Dalit	NonFormal-Other	Himalayan	30000-50000	0	1	0	15	0	85
Madhesi	Secondary	Himalayan	0-10000	0	0	0	5	0	29
Muslim-Others	Illiterate	Himalayan	20000-30000	0	0	0	5	0	104
Madhesi	Illiterate	Himalayan	10000-20000	0	0	0	2	0	69
Gurung-Magar	NonFormal-Other	Himalayan	10000-20000	0	7	1	115	1	1806
Gurung-Magar	Secondary	Himalayan	30000-50000	0	2	0	46	0	163
Muslim-Others	Secondary	Himalayan	10000-20000	0	1	0	57	0	304
Gurung-Magar	NonFormal-Other	Himalayan	20000-30000	1	3	0	66	0	672
Newar	Secondary	Hilly	20000-30000	2	51	1	1550	2	612
Muslim-Others	University	Himalayan	0-10000	0	0	0	2	0	7
Chettri	Primary	Hilly	0-10000	4	69	0	382	4	7761
Chepang-Thami	Illiterate	Himalayan	0-10000	0	1	1	3	1	1737
Tamang	Secondary	Himalayan	50000-ABOVE	0	0	0	97	2	111
Dalit	Primary	Himalayan	50000-ABOVE	0	0	0	10	0	17
Madhesi	Illiterate	Hilly	20000-30000	0	0	0	34	0	40
Rai-Limbu	NonFormal-Other	Himalayan	10000-20000	0	3	0	77	1	1073
Muslim-Others	NonFormal-Other	Hilly	10000-20000	0	5	0	60	0	275
