Ethnicity	EducationLevel	GeoRegion	IncomeGroup	Electricity	GobarGas	Kerosene	LPGas	Others	Wood
Chettri	Secondary	Himalayan	0-10000	3	6	4	325	5	4656
Dalit	University	Hilly	0-10000	0	1	0	11	0	33
Muslim-Others	University	Himalayan	20000-30000	0	1	1	4	0	11
Dalit	Primary	Himalayan	20000-30000	0	3	1	120	0	539
Brahman	NonFormal-Other	Himalayan	30000-50000	0	3	0	70	0	241
Chepang-Thami	Illiterate	Himalayan	30000-50000	0	0	0	0	0	9
Muslim-Others	Secondary	Himalayan	10000-20000	0	1	0	57	0	304
Muslim-Others	Secondary	Himalayan	50000-ABOVE	0	0	0	5	0	3
Brahman	Secondary	Himalayan	0-10000	0	47	2	234	5	3624
Muslim-Others	NonFormal-Other	Hilly	10000-20000	0	5	0	60	0	275
Madhesi	University	Hilly	10000-20000	1	0	0	48	1	32
Newar	Primary	Hilly	0-10000	1	126	1	329	2	4103
Madhesi	Illiterate	Hilly	50000-ABOVE	0	0	0	4	0	0
Tamang	NonFormal-Other	Hilly	10000-20000	0	59	2	716	4	6576
Muslim-Others	Illiterate	Hilly	30000-50000	0	1	0	8	0	21
Brahman	University	Hilly	0-10000	0	13	0	108	0	398
Madhesi	Primary	Hilly	0-10000	0	5	1	41	1	157
Chepang-Thami	Primary	Hilly	0-10000	0	3	0	19	3	1624
Dalit	University	Himalayan	30000-50000	0	0	0	3	0	4
Brahman	University	Himalayan	30000-50000	1	2	0	134	1	158
Madhesi	Secondary	Himalayan	10000-20000	2	0	0	16	0	41
Brahman	Primary	Hilly	10000-20000	0	265	4	924	0	3284
Rai-Limbu	University	Himalayan	0-10000	0	0	0	3	0	34
Rai-Limbu	Primary	Hilly	50000-ABOVE	0	0	0	7	0	22
Gurung-Magar	Primary	Himalayan	10000-20000	0	0	0	157	0	2360
Madhesi	University	Hilly	20000-30000	0	0	0	68	4	17
Gurung-Magar	Primary	Himalayan	10000-20000	0	0	0	157	0	2360
Tamang	Illiterate	Hilly	10000-20000	1	95	1	760	1	10102
Muslim-Others	Secondary	Himalayan	0-10000	0	0	0	14	0	266
Chepang-Thami	NonFormal-Other	Himalayan	20000-30000	0	0	0	3	0	142
Gurung-Magar	Illiterate	Hilly	0-10000	2	78	4	205	6	12736
Newar	NonFormal-Other	Himalayan	50000-ABOVE	0	0	0	29	0	45
Gurung-Magar	University	Himalayan	30000-50000	0	0	0	11	0	14
Newar	NonFormal-Other	Hilly	20000-30000	0	54	1	534	0	593
Gurung-Magar	Primary	Hilly	0-10000	1	71	1	275	6	6962
Gurung-Magar	Illiterate	Hilly	10000-20000	1	86	3	272	1	3162
Newar	NonFormal-Other	Hilly	20000-30000	0	54	1	534	0	593
Newar	Secondary	Hilly	50000-ABOVE	0	1	0	261	1	66
Brahman	NonFormal-Other	Himalayan	10000-20000	1	33	0	282	0	3079
Chepang-Thami	University	Himalayan	20000-30000	0	0	0	3	0	4
Tamang	Primary	Himalayan	50000-ABOVE	0	1	0	67	0	110
Dalit	Illiterate	Himalayan	0-10000	1	74	2	105	3	8369
Brahman	Secondary	Hilly	10000-20000	4	473	3	3069	4	6274
Rai-Limbu	University	Hilly	50000-ABOVE	0	0	0	1	0	3
Dalit	University	Hilly	20000-30000	0	1	0	20	0	22
Madhesi	University	Hilly	10000-20000	1	0	0	48	1	32
Newar	Illiterate	Hilly	10000-20000	0	87	0	660	1	2188
Brahman	Illiterate	Himalayan	20000-30000	0	6	0	93	0	718
Madhesi	Primary	Himalayan	0-10000	0	0	0	8	0	107
Dalit	Secondary	Himalayan	20000-30000	0	2	0	53	0	245
Dalit	University	Hilly	50000-ABOVE	0	0	0	5	0	1
Newar	University	Himalayan	0-10000	1	1	0	14	0	58
Chepang-Thami	Secondary	Himalayan	20000-30000	0	0	0	11	0	96
Rai-Limbu	NonFormal-Other	Hilly	0-10000	0	34	0	34	3	2507
Dalit	NonFormal-Other	Hilly	50000-ABOVE	0	1	0	12	0	29
Chettri	Secondary	Himalayan	10000-20000	5	13	1	1303	9	6510
Rai-Limbu	Illiterate	Hilly	0-10000	0	23	2	51	4	3999
Dalit	University	Himalayan	30000-50000	0	0	0	3	0	4
Rai-Limbu	Illiterate	Himalayan	50000-ABOVE	0	1	0	8	0	40
Muslim-Others	Primary	Hilly	0-10000	1	11	0	46	0	823
Rai-Limbu	Illiterate	Hilly	50000-ABOVE	0	0	0	3	0	31
Rai-Limbu	Primary	Himalayan	0-10000	0	3	0	49	1	1936
Tamang	Illiterate	Hilly	10000-20000	1	95	1	760	1	10102
Brahman	University	Himalayan	0-10000	0	3	0	30	2	235
Dalit	Primary	Himalayan	20000-30000	0	3	1	120	0	539
Madhesi	Primary	Himalayan	20000-30000	0	0	0	8	0	32
Newar	Primary	Hilly	10000-20000	1	205	0	1109	1	2596
Tamang	NonFormal-Other	Himalayan	10000-20000	0	10	1	332	2	5846
Madhesi	University	Hilly	0-10000	0	0	0	11	0	9
Rai-Limbu	Primary	Himalayan	10000-20000	1	9	0	118	2	1272
Newar	Primary	Himalayan	20000-30000	1	9	2	346	0	617
Dalit	University	Himalayan	10000-20000	0	1	0	13	0	61
Tamang	Secondary	Hilly	20000-30000	1	14	0	449	1	824
Muslim-Others	University	Hilly	10000-20000	0	1	0	19	0	30
Tamang	NonFormal-Other	Himalayan	50000-ABOVE	0	1	0	36	0	128
Chettri	Illiterate	Hilly	10000-20000	0	84	4	561	2	4039
Madhesi	NonFormal-Other	Hilly	20000-30000	0	0	0	27	0	21
Rai-Limbu	University	Himalayan	50000-ABOVE	0	0	0	3	0	6
Muslim-Others	Secondary	Hilly	50000-ABOVE	0	0	0	17	0	5
Madhesi	NonFormal-Other	Himalayan	0-10000	0	0	0	0	0	109
Chettri	Primary	Hilly	30000-50000	0	17	0	150	0	266
Rai-Limbu	Illiterate	Hilly	10000-20000	1	10	0	70	0	878
Newar	University	Himalayan	20000-30000	2	1	0	130	0	94
