Ethnicity	EducationLevel	GeoRegion	IncomeGroup	Electricity	GobarGas	Kerosene	LPGas	Others	Wood
Rai-Limbu	NonFormal-Other	Himalayan	20000-30000	0	1	0	59	1	335
Tamang	NonFormal-Other	Hilly	10000-20000	0	59	2	716	4	6576
Madhesi	University	Himalayan	10000-20000	1	1	0	5	0	5
Muslim-Others	University	Himalayan	30000-50000	0	0	0	2	0	3
Chepang-Thami	Primary	Himalayan	30000-50000	0	0	0	0	0	8
Chepang-Thami	NonFormal-Other	Himalayan	0-10000	0	1	0	2	0	1101
Dalit	Primary	Himalayan	30000-50000	0	1	0	44	0	102
Chettri	NonFormal-Other	Himalayan	0-10000	1	13	2	170	2	7136
Dalit	NonFormal-Other	Himalayan	30000-50000	0	1	0	15	0	85
Newar	Primary	Himalayan	20000-30000	1	9	2	346	0	617
Chepang-Thami	NonFormal-Other	Hilly	0-10000	0	2	1	4	2	1280
Chettri	Primary	Himalayan	10000-20000	1	23	1	639	1	5112
Brahman	Illiterate	Himalayan	20000-30000	0	6	0	93	0	718
Chettri	Illiterate	Hilly	0-10000	1	88	4	357	9	12796
Tamang	Primary	Hilly	30000-50000	0	10	0	122	0	419
Newar	Illiterate	Himalayan	20000-30000	0	5	1	116	0	555
Brahman	Primary	Hilly	10000-20000	0	265	4	924	0	3284
Newar	University	Himalayan	50000-ABOVE	0	0	0	32	0	13
Dalit	Primary	Hilly	20000-30000	0	24	0	228	1	807
Chettri	Secondary	Hilly	30000-50000	0	15	0	438	0	372
Brahman	Secondary	Himalayan	30000-50000	0	3	0	262	0	428
Chepang-Thami	Illiterate	Hilly	20000-30000	0	0	0	0	0	43
Gurung-Magar	Secondary	Himalayan	10000-20000	1	4	2	196	2	1448
Muslim-Others	Secondary	Himalayan	20000-30000	1	0	0	28	0	85
Newar	University	Hilly	10000-20000	1	6	1	205	0	165
Tamang	Secondary	Hilly	50000-ABOVE	0	2	0	66	0	72
Brahman	Secondary	Himalayan	30000-50000	0	3	0	262	0	428
Newar	Illiterate	Himalayan	30000-50000	1	1	0	43	0	121
Rai-Limbu	Primary	Himalayan	30000-50000	0	1	0	40	1	85
Dalit	Primary	Hilly	30000-50000	0	7	0	43	0	152
Chepang-Thami	NonFormal-Other	Himalayan	10000-20000	0	0	0	6	0	496
Madhesi	Primary	Hilly	20000-30000	0	2	0	53	0	16
Muslim-Others	University	Hilly	30000-50000	0	2	0	12	0	11
Newar	University	Himalayan	0-10000	1	1	0	14	0	58
Muslim-Others	Illiterate	Himalayan	30000-50000	0	0	0	2	0	20
Brahman	Illiterate	Hilly	0-10000	0	159	5	375	3	7932
Tamang	Secondary	Hilly	10000-20000	0	51	0	1008	5	3311
Chepang-Thami	University	Himalayan	30000-50000	0	0	0	0	0	1
Rai-Limbu	University	Himalayan	50000-ABOVE	0	0	0	3	0	6
Brahman	Primary	Himalayan	50000-ABOVE	0	0	0	37	0	64
Tamang	Illiterate	Himalayan	50000-ABOVE	0	0	0	44	1	202
Tamang	Primary	Himalayan	30000-50000	0	1	0	125	0	382
Chepang-Thami	NonFormal-Other	Hilly	50000-ABOVE	0	0	0	0	0	0
Rai-Limbu	University	Himalayan	30000-50000	0	0	0	7	0	8
Rai-Limbu	Secondary	Hilly	20000-30000	0	5	0	72	0	166
Chepang-Thami	Secondary	Hilly	50000-ABOVE	0	0	0	0	0	3
Chettri	University	Himalayan	0-10000	0	1	0	32	0	183
Rai-Limbu	University	Hilly	20000-30000	0	0	0	11	0	24
Madhesi	Secondary	Himalayan	50000-ABOVE	0	0	0	2	0	1
Gurung-Magar	University	Hilly	50000-ABOVE	0	1	0	8	0	3
Rai-Limbu	Primary	Himalayan	20000-30000	0	0	0	73	2	319
Newar	Primary	Himalayan	30000-50000	1	2	0	132	0	146
Chepang-Thami	Illiterate	Hilly	0-10000	0	7	0	9	9	3842
Tamang	University	Himalayan	10000-20000	0	0	0	47	0	209
Tamang	University	Himalayan	50000-ABOVE	0	0	0	12	0	11
Tamang	NonFormal-Other	Himalayan	30000-50000	0	3	0	95	0	407
Dalit	Secondary	Himalayan	0-10000	0	24	1	43	2	991
Dalit	Secondary	Hilly	30000-50000	0	3	0	47	0	62
Chepang-Thami	NonFormal-Other	Himalayan	10000-20000	0	0	0	6	0	496
Tamang	Primary	Himalayan	20000-30000	1	1	2	343	0	1594
Tamang	NonFormal-Other	Hilly	10000-20000	0	59	2	716	4	6576
Chettri	Secondary	Hilly	50000-ABOVE	0	8	0	185	0	131
Chepang-Thami	University	Himalayan	30000-50000	0	0	0	0	0	1
Gurung-Magar	University	Hilly	30000-50000	0	0	0	13	0	12
Newar	Illiterate	Himalayan	10000-20000	2	15	0	229	0	1371
Rai-Limbu	Illiterate	Himalayan	50000-ABOVE	0	1	0	8	0	40
Gurung-Magar	University	Himalayan	20000-30000	0	0	0	5	0	38
Rai-Limbu	Primary	Hilly	0-10000	0	36	1	44	2	2330
Brahman	Illiterate	Himalayan	50000-ABOVE	0	1	0	23	0	94
Chepang-Thami	Primary	Hilly	20000-30000	0	2	0	2	0	31
Chettri	Secondary	Himalayan	0-10000	3	6	4	325	5	4656
Dalit	Illiterate	Himalayan	30000-50000	0	0	0	8	0	119
Muslim-Others	Secondary	Himalayan	0-10000	0	0	0	14	0	266
Tamang	Secondary	Himalayan	20000-30000	3	3	0	392	1	1172
Newar	NonFormal-Other	Himalayan	30000-50000	0	1	0	61	0	134
Chepang-Thami	NonFormal-Other	Hilly	50000-ABOVE	0	0	0	0	0	0
Chepang-Thami	University	Hilly	50000-ABOVE	0	0	0	0	0	0
Dalit	NonFormal-Other	Hilly	0-10000	0	53	1	167	5	7186
Rai-Limbu	Secondary	Hilly	0-10000	0	16	0	79	0	1197
Chepang-Thami	Secondary	Hilly	30000-50000	0	0	0	0	0	3
Rai-Limbu	University	Hilly	10000-20000	0	2	0	15	0	50
Madhesi	NonFormal-Other	Hilly	30000-50000	0	0	0	8	0	4
Madhesi	Secondary	Hilly	30000-50000	1	1	1	51	0	8
Newar	Secondary	Himalayan	30000-50000	4	3	1	270	0	189
Madhesi	Secondary	Himalayan	50000-ABOVE	0	0	0	2	0	1
Tamang	NonFormal-Other	Himalayan	0-10000	3	15	2	155	5	10049
Chettri	Illiterate	Himalayan	10000-20000	1	9	0	223	2	3519
Gurung-Magar	Secondary	Hilly	30000-50000	0	5	0	127	0	133
Rai-Limbu	NonFormal-Other	Himalayan	20000-30000	0	1	0	59	1	335
Tamang	Primary	Hilly	0-10000	6	89	3	421	15	16590
